dt,db,model
13.618880886636871,0.8378642527066944,Y
13.778274360215207,0.956095154051269,Y
13.928273885773386,0.9530587264083863,Y
14.115773292721114,0.9492631918547971,Y
14.247022877584522,0.9466063176672748,Y
14.331397610710997,0.9448983271181532,Y
14.39723115754315,2.2795980528907833,Y
14.519238615768549,3.127330695436825,Y
14.519238615768549,3.127330695436825,Y
14.538178333191,4.341522199132726,Y
14.547837968629906,6.163189008131944,Y
14.557573514759884,8.470684239991648,Y
14.567214172526022,10.170893943275743,Y
14.576797897273856,11.506732329414447,Y
14.614373689354474,11.991801645364234,Y
14.670509645402184,11.261920350707399,Y
14.707971571446194,11.018247032366425,Y
14.792289371554366,10.652167724671926,Y
14.904789015723,10.649890403939771,Y
15.035924734549802,9.918490895461495,Y
15.14831051268183,9.18747094043858,Y
15.270033305815709,8.213346997257737,Y
15.41048706197159,7.117386394906397,Y
15.560391699165931,6.507064438687891,Y
15.700921366012885,5.896932259197058,Y
15.878969891922154,5.407498078510642,Y
16.066355432833273,4.674959909666278,Y
16.197567062351144,4.429388824048509,Y
16.300691736172393,4.427301280044027,Y
16.422490439997343,3.939005759723692,Y
16.51629707648951,4.301479309592267,Y
16.628758765312607,4.056287777429851,Y
16.731826506115556,3.689828916280007,Y
16.881826031673736,3.6867924886371313,Y
17.012999705846074,3.1983071915890946,Y
17.16294229838595,2.830899446800835,Y
17.312979779289666,3.070777230588213,Y
17.500422253219085,2.70261037888924,Y
17.631595927391423,2.2141250818412175,Y
17.800345393644378,2.2107091007429744,Y
17.969056904551795,1.964378908214485,Y
18.062825585698427,2.0839382466528207,Y
18.12854526649397,2.68989533813469,Y
18.16619696926566,3.6607930769449837,Y
18.241234687390286,3.902189074553789,Y
18.306821524476454,3.657946426029781,Y
18.3629954358697,3.170979342803193,Y
18.45685900538017,3.897824209817152,Y
18.513070872118952,3.6537713380208245,Y
18.57865770920512,3.4095286894968098,Y
18.625456650250978,2.922751382997909,Y
18.719282264415916,3.4066820385816072,Y
18.76619507149838,3.648647366373467,Y
18.83168702022071,2.7971191892738148,Y
18.93471680567812,2.1877461166937096,Y
13.58265250932278,8.976249442530872,Y
13.601421427690322,9.097326994790635,Y
13.65774716046571,9.582016757285068,Y
13.714091870913869,10.188163625494617,Y
13.789148566711264,10.551016728818553,Y
13.845493277159422,11.157163597028102,Y
13.92051201761128,11.277102488921791,Y
14.042443565145605,11.639006708607326,Y
14.154981164659777,11.879643599305425,Y
14.286344615559793,12.605729359408663,Y
14.398920170419501,13.089280461537008,Y
14.474052776907968,13.937961987721458,Y
14.530568286411036,15.637222807367138,Y
14.54053156461423,19.40220330780837,Y
14.551329860419216,28.511296459715147,Y
14.581219695028798,39.80623796103884,Y
14.581219695028798,39.80623796103884,Y
14.620010058166567,48.0645620427567,Y
14.647774393426133,45.75630770398626,Y
14.694269691707705,43.326216706045344,Y
14.712697011965423,41.26106635543284,Y
14.731143309895907,39.317373110535456,Y
14.796654236291003,38.58730203915094,Y
14.862298006395475,38.7074307077723,Y
15.0397202691034,34.20991203848672,Y
15.12367749342898,31.53614772220483,Y
15.198354635771015,29.46985871122625,Y
15.272955867421977,26.917741277387158,Y
15.43189387685388,24.121001641568697,Y
15.6284076783664,21.80933132170003,Y
15.825073301261066,20.469317847552354,Y
15.918728116371089,19.86013455169993,Y
15.965659901126324,20.223556985206905,Y
16.021795857174034,19.49367569055007,Y
16.181056487042994,18.76170685188876,Y
16.368404072608577,17.78625447161415,Y
16.565278449903687,17.782269160332866,Y
16.81828878324651,17.048402554394755,Y
17.0713180942621,16.435993054171767,Y
17.25877954586429,16.189283308187917,Y
17.371317145378462,16.429920198886016,Y
17.549346693614964,15.819028912484463,Y
17.774251093588394,15.207188742444515,Y
17.97108751553797,14.960289219732985,Y
18.092886219362917,14.47199369941265,Y
18.168018825851384,15.320675225597086,Y
18.290007306404014,16.046950762427997,Y
18.290007306404014,16.046950762427997,Y
18.39309402487973,15.801949006993276,Y
18.233719528974163,15.805175211363832,Y
18.496256654046515,16.04277567441904,Y
18.59932439484946,15.676316813269196,Y
18.552468520785297,15.798722802622713,Y
18.655498306242706,15.189349730042608,Y
18.739854061696413,15.066184633778363,Y
18.824209817150123,14.943019537514118,Y
18.93661457295492,14.333456688206326,Y
18.983432491673547,13.96813648742254,Y
13.55399061032864,25.268011218629347,N
13.723004694835682,30.77267735727049,N
14.089201877934272,34.81436841642083,N
14.830985915492958,55.85637705614289,N
14.990610328638498,56.71537510857046,N
15.178403755868544,46.20575394775608,N
15.35680751173709,43.764401131045986,N
15.535211267605634,43.89028547815007,N
15.72300469483568,41.08237580877823,N
16.061032863849764,36.1992875481632,N
15.88262910798122,31.9169239834552,N
16.258215962441316,28.8683418085257,N
16.43661971830986,31.80596209695007,N
16.6056338028169,35.110139238036204,N
17,39.03015484922575,N
16.812206572769952,30.1021231983042,N
17.892018779342724,30.857620594526132,N
18.051643192488264,31.472119869447603,N
18.417840375586856,30.746084767228744,N
18.643192488262912,33.92916040114635,N
18.76525821596244,41.8778577468615,N
18.971830985915492,45.67179769734953,N
